Phoneme	Affix	Stem	rid
omosɛksɥalize	izɛ	omosɛksɥal	r106928
idʁɔfilize	izɛ	idʁɔfil	r106934
idʁɔfilizə	izɛ	idʁɔfil	r106934
idʁɔfiliza	izɛ	idʁɔfil	r106934
idʁɔfilize	izɛ	idʁɔfil	r106934
ikɔnize	izɛ	ikɔn	r106950
ikɔnizə	izɛ	ikɔn	r106950
ikɔniza	izɛ	ikɔn	r106950
ikɔnize	izɛ	ikɔn	r106950
ɛ̃djanise	izɛ	ɛ̃djan	r106992
ɛ̃djanisə	izɛ	ɛ̃djan	r106992
ɛ̃djanisa	izɛ	ɛ̃djan	r106992
ɛ̃djanise	izɛ	ɛ̃djan	r106992
ɛ̃feʁjɔʁize	izɛ	ɛ̃feʁjɔʁ	r107008
ɛ̃feʁjɔʁizə	izɛ	ɛ̃feʁjɔʁ	r107008
ɛ̃feʁjɔʁiza	izɛ	ɛ̃feʁjɔʁ	r107008
ɛ̃feʁjɔʁize	izɛ	ɛ̃feʁjɔʁ	r107008
italjanize	izɛ	italjan	r107080
italjanizə	izɛ	italjan	r107080
italjaniza	izɛ	italjan	r107080
italjanize	izɛ	italjan	r107080
ʒavɛlize	izɛ	ʒavɛl	r107086
ʒavɛlizə	izɛ	ʒavɛl	r107086
ʒavɛliza	izɛ	ʒavɛl	r107086
ʒavɛlize	izɛ	ʒavɛl	r107086
ʒwalize	izɛ	ʒwal	r107090
ʒwalizə	izɛ	ʒwal	r107090
ʒwaliza	izɛ	ʒwal	r107090
ʒwalize	izɛ	ʒwal	r107090
ʒydaize	izɛ	ʒyda	r107094
ʒydaizə	izɛ	ʒyda	r107094
ʒydaiza	izɛ	ʒyda	r107094
ʒydaize	izɛ	ʒyda	r107094
labɛlize	izɛ	labɛl	r107100
labɛlizə	izɛ	labɛl	r107100
labɛliza	izɛ	labɛl	r107100
labɛlize	izɛ	labɛl	r107100
latinize	izɛ	latin	r107108
latinizə	izɛ	latin	r107108
latiniza	izɛ	latin	r107108
latinize	izɛ	latin	r107108
madeʁize	izɛ	madeʁ	r107132
madeʁizə	izɛ	madeʁ	r107132
madeʁiza	izɛ	madeʁ	r107132
madeʁize	izɛ	madeʁ	r107132
magjaʁize	izɛ	magjaʁ	r107138
magjaʁizə	izɛ	magjaʁ	r107138
magjaʁiza	izɛ	magjaʁ	r107138
magjaʁize	izɛ	magjaʁ	r107138
maʁsypjalize	izɛ	maʁsypjal	r107152
maʁsypjalizə	izɛ	maʁsypjal	r107152
maʁsypjaliza	izɛ	maʁsypjal	r107152
maʁsypjalize	izɛ	maʁsypjal	r107152
mefitize	izɛ	mefit	r107196
mefitizə	izɛ	mefit	r107196
mefitiza	izɛ	mefit	r107196
mefitize	izɛ	mefit	r107196
meʁidjɔnalize	izɛ	meʁidjɔnal	r107202
meʁidjɔnalizə	izɛ	meʁidjɔnal	r107202
meʁidjɔnaliza	izɛ	meʁidjɔnal	r107202
meʁidjɔnalize	izɛ	meʁidjɔnal	r107202
metameʁize	izɛ	metameʁ	r107206
metameʁizə	izɛ	metameʁ	r107206
metameʁiza	izɛ	metameʁ	r107206
metameʁize	izɛ	metameʁ	r107206
mɛksikanize	izɛ	mɛksikan	r107214
mɛksikanizə	izɛ	mɛksikan	r107214
mɛksikaniza	izɛ	mɛksikan	r107214
mɛksikanize	izɛ	mɛksikan	r107214
minotɔʁize	izɛ	minotɔʁ	r107228
minotɔʁizə	izɛ	minotɔʁ	r107228
minotɔʁiza	izɛ	minotɔʁ	r107228
minotɔʁize	izɛ	minotɔʁ	r107228
mɔ̃sɛɲœʁize	izɛ	mɔ̃sɛɲœʁ	r107250
mɔ̃sɛɲœʁizə	izɛ	mɔ̃sɛɲœʁ	r107250
mɔ̃sɛɲœʁiza	izɛ	mɔ̃sɛɲœʁ	r107250
mɔ̃sɛɲœʁize	izɛ	mɔ̃sɛɲœʁ	r107250
mytɥalize	izɛ	mytɥal	r107268
mytɥalizə	izɛ	mytɥal	r107268
mytɥaliza	izɛ	mytɥal	r107268
mytɥalize	izɛ	mytɥal	r107268
mistisize	izɛ	mistis	r107272
mistisizə	izɛ	mistis	r107272
mistisiza	izɛ	mistis	r107272
mistisize	izɛ	mistis	r107272
mistisize	izɛ	mistis	r216874
mistisizə	izɛ	mistis	r216874
mistisiza	izɛ	mistis	r216874
mistisize	izɛ	mistis	r216874
nanize	izɛ	nan	r107276
nanizə	izɛ	nan	r107276
naniza	izɛ	nan	r107276
nanize	izɛ	nan	r107276
napalmize	izɛ	napalm	r107278
napalmizə	izɛ	napalm	r107278
napalmiza	izɛ	napalm	r107278
napalmize	izɛ	napalm	r107278
naʁkɔtize	izɛ	naʁkɔt	r107282
naʁkɔtizə	izɛ	naʁkɔt	r107282
naʁkɔtiza	izɛ	naʁkɔt	r107282
naʁkɔtize	izɛ	naʁkɔt	r107282
navalize	izɛ	naval	r107296
navalizə	izɛ	naval	r107296
navaliza	izɛ	naval	r107296
navalize	izɛ	naval	r107296
nikɔtinize	izɛ	nikɔtin	r107312
nikɔtinizə	izɛ	nikɔtin	r107312
nikɔtiniza	izɛ	nikɔtin	r107312
nikɔtinize	izɛ	nikɔtin	r107312
nikɔtinize	izɛ	nikɔtin	r216892
nikɔtinizə	izɛ	nikɔtin	r216892
nikɔtiniza	izɛ	nikɔtin	r216892
nikɔtinize	izɛ	nikɔtin	r216892
nɔmadize	izɛ	nɔmad	r107314
nɔmadizə	izɛ	nɔmad	r107314
nɔmadiza	izɛ	nɔmad	r107314
nɔmadize	izɛ	nɔmad	r107314
nɔʁmãdize	izɛ	nɔʁmãd	r107322
nɔʁmãdizə	izɛ	nɔʁmãd	r107322
nɔʁmãdiza	izɛ	nɔʁmãd	r107322
nɔʁmãdize	izɛ	nɔʁmãd	r107322
ɔpalize	izɛ	ɔpal	r107334
ɔpalizə	izɛ	ɔpal	r107334
ɔpaliza	izɛ	ɔpal	r107334
ɔpalize	izɛ	ɔpal	r107334
ɔvalize	izɛ	ɔval	r107354
ɔvalizə	izɛ	ɔval	r107354
ɔvaliza	izɛ	ɔval	r107354
ɔvalize	izɛ	ɔval	r107354
paktize	izɛ	pakt	r107360
paktizə	izɛ	pakt	r107360
paktiza	izɛ	pakt	r107360
paktize	izɛ	pakt	r107360
paʁalelize	izɛ	paʁalel	r107372
paʁalelizə	izɛ	paʁalel	r107372
paʁaleliza	izɛ	paʁalel	r107372
paʁalelize	izɛ	paʁalel	r107372
paʁizjanize	izɛ	paʁizjan	r107376
paʁizjanizə	izɛ	paʁizjan	r107376
paʁizjaniza	izɛ	paʁizjan	r107376
paʁizjanize	izɛ	paʁizjan	r107376
patetize	izɛ	patet	r107392
patetizə	izɛ	patet	r107392
patetiza	izɛ	patet	r107392
patetize	izɛ	patet	r107392
fɔnetize	izɛ	fɔnet	r107414
fɔnetizə	izɛ	fɔnet	r107414
fɔnetiza	izɛ	fɔnet	r107414
fɔnetize	izɛ	fɔnet	r107414
pjedɛstalize	izɛ	pjedɛstal	r107420
pjedɛstalizə	izɛ	pjedɛstal	r107420
pjedɛstaliza	izɛ	pjedɛstal	r107420
pjedɛstalize	izɛ	pjedɛstal	r107420
pɔʁfiʁize	izɛ	pɔʁfiʁ	r107446
pɔʁfiʁizə	izɛ	pɔʁfiʁ	r107446
pɔʁfiʁiza	izɛ	pɔʁfiʁ	r107446
pɔʁfiʁize	izɛ	pɔʁfiʁ	r107446
pɔsibilize	izɛ	pɔsibil	r107448
pɔsibilizə	izɛ	pɔsibil	r107448
pɔsibiliza	izɛ	pɔsibil	r107448
pɔsibilize	izɛ	pɔsibil	r107448
pɔsteʁize	izɛ	pɔsteʁ	r107450
pɔsteʁizə	izɛ	pɔsteʁ	r107450
pɔsteʁiza	izɛ	pɔsteʁ	r107450
pɔsteʁize	izɛ	pɔsteʁ	r107450
pɔtãsjalize	izɛ	pɔtãsjal	r107452
pɔtãsjalizə	izɛ	pɔtãsjal	r107452
pɔtãsjaliza	izɛ	pɔtãsjal	r107452
pɔtãsjalize	izɛ	pɔtãsjal	r107452
pʁekaize	izɛ	pʁeka	r107454
pʁekaizə	izɛ	pʁeka	r107454
pʁekaiza	izɛ	pʁeka	r107454
pʁekaize	izɛ	pʁeka	r107454
pʁosɛvɛʁbalize	izɛ	pʁosɛvɛʁbal	r107470
pʁosɛvɛʁbalizə	izɛ	pʁosɛvɛʁbal	r107470
pʁosɛvɛʁbaliza	izɛ	pʁosɛvɛʁbal	r107470
pʁosɛvɛʁbalize	izɛ	pʁosɛvɛʁbal	r107470
pʁɔnɔminalize	izɛ	pʁɔnɔminal	r107476
pʁɔnɔminalizə	izɛ	pʁɔnɔminal	r107476
pʁɔnɔminaliza	izɛ	pʁɔnɔminal	r107476
pʁɔnɔminalize	izɛ	pʁɔnɔminal	r107476
pʁɔzaike	izɛ	pʁɔza	r107480
pʁɔzaikə	izɛ	pʁɔza	r107480
pʁɔzaika	izɛ	pʁɔza	r107480
pʁɔzaike	izɛ	pʁɔza	r107480
pʁɔvãsalize	izɛ	pʁɔvãsal	r107486
pʁɔvãsalizə	izɛ	pʁɔvãsal	r107486
pʁɔvãsaliza	izɛ	pʁɔvãsal	r107486
pʁɔvãsalize	izɛ	pʁɔvãsal	r107486
pʁysjanize	izɛ	pʁysjan	r107492
pʁysjanizə	izɛ	pʁysjan	r107492
pʁysjaniza	izɛ	pʁysjan	r107492
pʁysjanize	izɛ	pʁysjan	r107492
ʁadaʁize	izɛ	ʁadaʁ	r107502
ʁadaʁizə	izɛ	ʁadaʁ	r107502
ʁadaʁiza	izɛ	ʁadaʁ	r107502
ʁadaʁize	izɛ	ʁadaʁ	r107502
ʁevɔlveʁize	izɛ	ʁevɔlveʁ	r107532
ʁevɔlveʁizə	izɛ	ʁevɔlveʁ	r107532
ʁevɔlveʁiza	izɛ	ʁevɔlveʁ	r107532
ʁevɔlveʁize	izɛ	ʁevɔlveʁ	r107532
ʁidikylize	izɛ	ʁidikyl	r107534
ʁidikylizə	izɛ	ʁidikyl	r107534
ʁidikyliza	izɛ	ʁidikyl	r107534
ʁidikylize	izɛ	ʁidikyl	r107534
ʁivalize	izɛ	ʁival	r107538
ʁivalizə	izɛ	ʁival	r107538
ʁivaliza	izɛ	ʁival	r107538
ʁivalize	izɛ	ʁival	r107538
skɔtɔmize	izɛ	skɔtɔm	r107580
skɔtɔmizə	izɛ	skɔtɔm	r107580
skɔtɔmiza	izɛ	skɔtɔm	r107580
skɔtɔmize	izɛ	skɔtɔm	r107580
sinapize	izɛ	sinap	r107612
sinapizə	izɛ	sinap	r107612
sinapiza	izɛ	sinap	r107612
sinapize	izɛ	sinap	r107612
sinapize	izɛ	sinap	r196052
sinapizə	izɛ	sinap	r196052
sinapiza	izɛ	sinap	r196052
sinapize	izɛ	sinap	r196052
sɔlesize	izɛ	sɔles	r107626
sɔlesizə	izɛ	sɔles	r107626
sɔlesiza	izɛ	sɔles	r107626
sɔlesize	izɛ	sɔles	r107626
sɔlanize	izɛ	sɔlan	r107628
sɔlanizə	izɛ	sɔlan	r107628
sɔlaniza	izɛ	sɔlan	r107628
sɔlanize	izɛ	sɔlan	r107628
sɔlidaʁize	izɛ	sɔlidaʁ	r107630
sɔlidaʁizə	izɛ	sɔlidaʁ	r107630
sɔlidaʁiza	izɛ	sɔlidaʁ	r107630
sɔlidaʁize	izɛ	sɔlidaʁ	r107630
solidaʁize	izɛ	solidaʁ	r216960
solidaʁizə	izɛ	solidaʁ	r216960
solidaʁiza	izɛ	solidaʁ	r216960
solidaʁize	izɛ	solidaʁ	r216960
spɔ̃sɔʁize	izɛ	spɔ̃sɔʁ	r107658
spɔ̃sɔʁizə	izɛ	spɔ̃sɔʁ	r107658
spɔnsɔʁizə	izɛ	spɔnsɔʁ	r107658
spɔ̃sɔʁiza	izɛ	spɔ̃sɔʁ	r107658
spɔnsɔʁiza	izɛ	spɔnsɔʁ	r107658
spɔ̃sɔʁize	izɛ	spɔ̃sɔʁ	r107658
spɔnsɔʁize	izɛ	spɔnsɔʁ	r107658
skwateʁize	izɛ	skwateʁ	r107660
skwateʁizə	izɛ	skwateʁ	r107660
skwateʁiza	izɛ	skwateʁ	r107660
skwateʁize	izɛ	skwateʁ	r107660
staʁize	izɛ	staʁ	r107668
staʁizə	izɛ	staʁ	r107668
staʁiza	izɛ	staʁ	r107668
staʁize	izɛ	staʁ	r107668
sybeʁize	izɛ	sybeʁ	r107678
sybeʁizə	izɛ	sybeʁ	r107678
sybeʁiza	izɛ	sybeʁ	r107678
sybeʁize	izɛ	sybeʁ	r107678
sypeʁjɔʁize	izɛ	sypeʁjɔʁ	r107690
sypeʁjɔʁizə	izɛ	sypeʁjɔʁ	r107690
sypeʁjɔʁiza	izɛ	sypeʁjɔʁ	r107690
sypeʁjɔʁize	izɛ	sypeʁjɔʁ	r107690
tabuize	izɛ	tabu	r107720
tabuizə	izɛ	tabu	r107720
tabuiza	izɛ	tabu	r107720
tabuize	izɛ	tabu	r107720
taʁtaʁize	izɛ	taʁtaʁ	r107732
taʁtaʁizə	izɛ	taʁtaʁ	r107732
taʁtaʁiza	izɛ	taʁtaʁ	r107732
taʁtaʁize	izɛ	taʁtaʁ	r107732
tenɔʁize	izɛ	tenɔʁ	r107748
tenɔʁizə	izɛ	tenɔʁ	r107748
tenɔʁiza	izɛ	tenɔʁ	r107748
tenɔʁize	izɛ	tenɔʁ	r107748
tʁivjalize	izɛ	tʁivjal	r107798
tʁivjalizə	izɛ	tʁivjal	r107798
tʁivjaliza	izɛ	tʁivjal	r107798
tʁivjalize	izɛ	tʁivjal	r107798
vãdalize	izɛ	vãdal	r107834
vãdalizə	izɛ	vãdal	r107834
vãdaliza	izɛ	vãdal	r107834
vãdalize	izɛ	vãdal	r107834
vwajɛlize	izɛ	vwajɛl	r107880
vwajɛlizə	izɛ	vwajɛl	r107880
vwajɛliza	izɛ	vwajɛl	r107880
vwajɛlize	izɛ	vwajɛl	r107880
monovɔkalism	mɔno	vɔkalism	r196950
monovɔkalism	mɔno	vɔkalism	r196950
zɛ̃sɛktize	izɛ	zɛ̃sɛkt	r216954
zɛ̃sɛktizə	izɛ	zɛ̃sɛkt	r216954
zɛ̃sɛktiza	izɛ	zɛ̃sɛkt	r216954
zɛ̃sɛktize	izɛ	zɛ̃sɛkt	r216954
ʁãkij	ʁə	kij	r117184
ʁãkij	ʁə	kij	r117184
ʁãkij	ʁə	kij	r117184
ʁãkij	ʁə	kij	r117184
ʁãkij	ʁə	kij	r117184
ʁãkij	ʁə	kij	r117184
ʁãkij	ʁə	kij	r117184
ʁãkij	ʁə	kij	r117184
ʁãkije	ʁə	kije	r117184
ʁãkij	ʁə	kij	r117184
ʁãkijə	ʁə	kijə	r117184
ʁãkija	ʁə	kija	r117184
ʁãkije	ʁə	kije	r117184
ʁagajaʁdis	ʁə	gajaʁdis	r116336
ʁagajaʁdis	ʁə	gajaʁdis	r116336
ʁagajaʁdi	ʁə	gajaʁdi	r116336
ʁagajaʁdis	ʁə	gajaʁdis	r116336
ʁagajaʁdi	ʁə	gajaʁdi	r116336
ʁagajaʁdis	ʁə	gajaʁdis	r116336
ʁagajaʁdis	ʁə	gajaʁdis	r116336
ʁagajaʁdis	ʁə	gajaʁdis	r116336
ʁagajaʁdi	ʁə	gajaʁdi	r116336
ʁagajaʁdi	ʁə	gajaʁdi	r116336
ʁagajaʁdi	ʁə	gajaʁdi	r116336
ʁagajaʁdi	ʁə	gajaʁdi	r116336
ʁav	ʁə	v	r116498
ʁɔ̃	ʁə	̃	r116498
ʁa	ʁə		r116498
ʁɛj	ʁə	j	r116498
ʁɛ	ʁə		r116498
ʁɛj	ʁə	j	r116498
ʁɛ	ʁə		r116498
ʁɛ	ʁə		r116498
ʁavwa	ʁə	vwa	r116498
ʁo	ʁə		r116498
ʁy	ʁə		r116498
ʁy	ʁə		r116498
tʁjadɛlf	tʁi	adɛlf	r118828
tʁjadɛlf	tʁi	adɛlf	r118828
fizikalizm	alism	fizik	r194974
fizikalizm	alism	fizik	r194974
otɔdidaktizm	ism	otɔdidakt	r190102
otɔdidaktizm	ism	otɔdidakt	r190102
otɔdidaktizm	ism	otɔdidakt	r190104
otɔdidaktizm	ism	otɔdidakt	r190104
bipedizm	ism	biped	r190444
bipedizm	ism	biped	r190444
isʁaelitizm	ism	isʁaelit	r193144
isʁaelitizm	ism	isʁaelit	r193146
ivwaʁizm	ism	ivwaʁ	r193179
ivwaʁizm	ism	ivwaʁ	r193179
ʒapɔnize	izɛ	ʒapɔn	r222030
ʒapɔnizə	izɛ	ʒapɔn	r222030
ʒapɔniza	izɛ	ʒapɔn	r222030
ʒapɔnize	izɛ	ʒapɔn	r222030
lamist	ism	lam	r193390
lamist	ism	lam	r193390
lɔbiizm	ism	lɔbi	r193510
lɔbiizm	ism	lɔbi	r193510
mwajɛnaʒizm	ism	mwajɛnaʒ	r194096
mwajɛnaʒizm	ism	mwajɛnaʒ	r194096
panafʁikanizm	ism	panafʁikan	r194630
panafʁikanizm	ism	panafʁikan	r194630
filɔsemitizm	ism	filɔsemit	r194942
filɔsemitizm	ism	filɔsemit	r194944
kwadʁypedizm	ism	kwadʁyped	r195450
kwadʁypedizm	ism	kwadʁyped	r195450
kwadʁypedizm	ism	kwadʁyped	r195452
kwadʁypedizm	ism	kwadʁyped	r195452
skutizm	ism	skut	r195884
skutizm	ism	skut	r195884
tʁubaduʁizm	ism	tʁubaduʁ	r196662
siklɔtuʁism	ist	siklɔtuʁ	r199289
siklɔtuʁism	ist	siklɔtuʁ	r199289
siklɔtuʁism	ist	siklɔtuʁ	r199291
siklɔtuʁism	ist	siklɔtuʁ	r199291
tɛʁminalism	ist	tɛʁminal	r205256
tɛʁminalism	ist	tɛʁminal	r205256
tɛʁminalism	ist	tɛʁminal	r206056
tɛʁminalism	ist	tɛʁminal	r206056
zemoglɔbinize	izɛ	zemoglɔbin	r216950
zemoglɔbinizə	izɛ	zemoglɔbin	r216950
zemoglɔbiniza	izɛ	zemoglɔbin	r216950
zemoglɔbinize	izɛ	zemoglɔbin	r216950
viʁʒinize	izɛ	viʁʒin	r216984
viʁʒinizə	izɛ	viʁʒin	r216984
viʁʒiniza	izɛ	viʁʒin	r216984
viʁʒinize	izɛ	viʁʒin	r216984
menetʁiɛʁ	ije	menetʁ	r217530
menetʁiɛʁ	ije	menetʁ	r217530
dɔlɔziv	if	dɔlɔz	r219370
dɔlɔziv	if	dɔlɔz	r219370
pɔtɛstativ	if	pɔtɛstat	r219662
pɔtɛstativ	if	pɔtɛstat	r219662
vɔtiv	if	vɔt	r220218
vɔtiv	if	vɔt	r220218
apɔstɔlize	izɛ	apɔstɔl	r220490
apɔstɔlizə	izɛ	apɔstɔl	r220490
apɔstɔliza	izɛ	apɔstɔl	r220490
apɔstɔlize	izɛ	apɔstɔl	r220490
tɔpikalize	izɛ	tɔpikal	r220586
tɔpikalizə	izɛ	tɔpikal	r220586
tɔpikaliza	izɛ	tɔpikal	r220586
tɔpikalize	izɛ	tɔpikal	r220586
ɛ̃tɛʁnalize	alizɛ	ɛ̃tɛʁn	r222028
ɛ̃tɛʁnalizə	alizɛ	ɛ̃tɛʁn	r222028
ɛ̃tɛʁnaliza	alizɛ	ɛ̃tɛʁn	r222028
ɛ̃tɛʁnalize	alizɛ	ɛ̃tɛʁn	r222028
ʁabes	ʁə	bes	r116243
ʁabɛs	ʁə	bɛs	r116243
ʁabɛs	ʁə	bɛs	r116243
ʁabes	ʁə	bes	r116243
ʁabɛs	ʁə	bɛs	r116243
ʁabes	ʁə	bes	r116243
ʁabɛs	ʁə	bɛs	r116243
ʁabes	ʁə	bes	r116243
ʁabese	ʁə	bese	r116243
ʁabɛsə	ʁə	bɛsə	r116243
ʁabesa	ʁə	besa	r116243
ʁabese	ʁə	bese	r116243
ʁabat	ʁə	bat	r105503
ʁabat	ʁə	bat	r105503
ʁaba	ʁə	ba	r105503
ʁabat	ʁə	bat	r105503
ʁaba	ʁə	ba	r105503
ʁabat	ʁə	bat	r105503
ʁabat	ʁə	bat	r105503
ʁabat	ʁə	bat	r105503
ʁabat	ʁə	bat	r105503
ʁabat	ʁə	bat	r105503
ʁabati	ʁə	bati	r105503
ʁabaty	ʁə	baty	r105503
ʁabat	ʁə	bat	r116245
ʁabat	ʁə	bat	r116245
ʁaba	ʁə	ba	r116245
ʁabat	ʁə	bat	r116245
ʁaba	ʁə	ba	r116245
ʁabat	ʁə	bat	r116245
ʁabat	ʁə	bat	r116245
ʁabat	ʁə	bat	r116245
ʁabat	ʁə	bat	r116245
ʁabat	ʁə	bat	r116245
ʁabati	ʁə	bati	r116245
ʁabaty	ʁə	baty	r116245
ʁabut	ʁə	but	r116259
ʁabut	ʁə	but	r116259
ʁabut	ʁə	but	r116259
ʁabut	ʁə	but	r116259
ʁabut	ʁə	but	r116259
ʁabut	ʁə	but	r116259
ʁabut	ʁə	but	r116259
ʁabut	ʁə	but	r116259
ʁabute	ʁə	bute	r116259
ʁabutə	ʁə	butə	r116259
ʁabuta	ʁə	buta	r116259
ʁabute	ʁə	bute	r116259
abyziv	if	abyz	r6541
abyziv	if	abyz	r6541
abyziv	if	abyz	r91415
abyziv	if	abyz	r91415
abyziv	if	abyz	r91351
abyziv	if	abyz	r91351
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r105507
ʁakɔmɔde	ʁə	kɔmɔde	r105507
ʁakɔmɔdə	ʁə	kɔmɔdə	r105507
ʁakɔmɔda	ʁə	kɔmɔda	r105507
ʁakɔmɔde	ʁə	kɔmɔde	r105507
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔd	ʁə	kɔmɔd	r116269
ʁakɔmɔde	ʁə	kɔmɔde	r116269
ʁakɔmɔdə	ʁə	kɔmɔdə	r116269
ʁakɔmɔda	ʁə	kɔmɔda	r116269
ʁakɔmɔde	ʁə	kɔmɔde	r116269
mɔnɔkɔʁd	mɔno	kɔʁd	r101803
mɔnɔkɔʁd	mɔno	kɔʁd	r101803
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁd	ʁə	kɔʁd	r116273
ʁakɔʁde	ʁə	kɔʁde	r116273
ʁakɔʁdə	ʁə	kɔʁdə	r116273
ʁakɔʁda	ʁə	kɔʁda	r116273
ʁakɔʁde	ʁə	kɔʁde	r116273
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃ	ʁə	kʁɔʃ	r116283
ʁakʁɔʃe	ʁə	kʁɔʃe	r116283
ʁakʁɔʃə	ʁə	kʁɔʃə	r116283
ʁakʁɔʃa	ʁə	kʁɔʃa	r116283
ʁakʁɔʃe	ʁə	kʁɔʃe	r116283
ʁakit	ʁə	kit	r116291
ʁakit	ʁə	kit	r116291
ʁakit	ʁə	kit	r116291
ʁakit	ʁə	kit	r116291
ʁakit	ʁə	kit	r116291
ʁakit	ʁə	kit	r116291
ʁakit	ʁə	kit	r116291
ʁakit	ʁə	kit	r116291
ʁakite	ʁə	kite	r116291
ʁakitə	ʁə	kitə	r116291
ʁakita	ʁə	kita	r116291
ʁakite	ʁə	kite	r116291
aktiv	if	akt	r7169
aktiv	if	akt	r7169
aktiv	if	akt	r90863
aktiv	if	akt	r90863
aktiv	if	akt	r113843
aktiv	if	akt	r113843
aktiv	if	akt	r91523
aktiv	if	akt	r91523
ʁeaksjɔ̃	ʁə	aksjɔ̃	r116295
ʁeaksjɔ̃	ʁə	aksjɔ̃	r116295
ʁeaʒis	ʁə	aʒis	r116341
ʁeaʒis	ʁə	aʒis	r116341
ʁeaʒi	ʁə	aʒi	r116341
ʁeaʒis	ʁə	aʒis	r116341
ʁeaʒi	ʁə	aʒi	r116341
ʁeaʒis	ʁə	aʒis	r116341
ʁeaʒis	ʁə	aʒis	r116341
ʁeaʒis	ʁə	aʒis	r116341
ʁeaʒi	ʁə	aʒi	r116341
ʁeaʒi	ʁə	aʒi	r116341
ʁeaʒi	ʁə	aʒi	r116341
ʁeaʒi	ʁə	aʒi	r116341
inaktiv	if	inakt	r44595
inaktiv	if	inakt	r44595
inaktiv	if	inakt	r44597
inaktiv	if	inakt	r44597
inaktiv	if	inakt	r114613
inaktiv	if	inakt	r114613
ʁeaktiv	if	ʁeakt	r91283
ʁeaktiv	if	ʁeakt	r91283
ʁeaktiv	if	ʁeakt	r59626
ʁeaktiv	if	ʁeakt	r59626
ʁeaktiv	if	ʁeakt	r59633
ʁeaktiv	if	ʁeakt	r59633
ʁeaktiv	if	ʁeakt	r59639
ʁeaktiv	if	ʁeakt	r59639
ʁeaktiv	if	ʁeakt	r91177
ʁeaktiv	if	ʁeakt	r91177
ʁetʁɔaktiv	if	ʁetʁɔakt	r64337
ʁetʁɔaktiv	if	ʁetʁɔakt	r64337
ʁetʁɔaktiv	if	ʁetʁɔakt	r64339
ʁetʁɔaktiv	if	ʁetʁɔakt	r64339
ʁetʁɔaktiv	if	ʁetʁɔakt	r102397
ʁetʁɔaktiv	if	ʁetʁɔakt	r102397
ʁeaktivasjɔ̃	ʁə	aktivasjɔ̃	r116297
ʁeaktivasjɔ̃	ʁə	aktivasjɔ̃	r116297
aditiv	if	adit	r7255
aditiv	if	adit	r7255
aditiv	if	adit	r7257
aditiv	if	adit	r7257
aditiv	if	adit	r90959
aditiv	if	adit	r90959
adʒɛktiv	if	adʒɛkt	r7299
adʒɛktiv	if	adʒɛkt	r7299
adʒɛktiv	if	adʒɛkt	r7301
adʒɛktiv	if	adʒɛkt	r7301
afɛktiv	if	afɛkt	r7725
afɛktiv	if	afɛkt	r7725
afɛktiv	if	afɛkt	r7733
afɛktiv	if	afɛkt	r7733
afɛktiv	if	afɛkt	r91279
afɛktiv	if	afɛkt	r91279
afɛktiv	if	afɛkt	r7723
afɛktiv	if	afɛkt	r7723
afɛktiv	if	afɛkt	r90923
afɛktiv	if	afɛkt	r90923
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkt	ʁə	afɛkt	r116317
ʁeafɛkte	ʁə	afɛkte	r116317
ʁeafɛktə	ʁə	afɛktə	r116317
ʁeafɛkta	ʁə	afɛkta	r116317
